alcohol_bin,density_bin,volatile acidity_bin,chlorides_bin,citric acid_bin,quality
visok,nizek,nizek,visok,visok,nizek
visok,nizek,visok,nizek,visok,visok
nizek,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,nizek,nizek,visok
nizek,visok,nizek,visok,visok,visok
visok,nizek,visok,nizek,visok,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,visok,nizek,visok,visok
visok,nizek,visok,nizek,nizek,nizek
nizek,visok,visok,nizek,visok,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,nizek,visok,visok,nizek
visok,nizek,nizek,visok,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,visok,visok,nizek
visok,nizek,visok,nizek,nizek,visok
nizek,visok,nizek,nizek,visok,visok
nizek,visok,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,nizek,visok,visok,nizek
nizek,visok,nizek,nizek,visok,visok
nizek,visok,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,visok,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,visok,visok,nizek,nizek
nizek,visok,visok,visok,visok,nizek
nizek,visok,visok,visok,nizek,nizek
visok,nizek,nizek,nizek,visok,nizek
visok,nizek,nizek,nizek,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,visok,visok,visok,nizek
visok,nizek,nizek,nizek,visok,visok
visok,visok,visok,visok,nizek,visok
nizek,visok,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,nizek,visok,nizek
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,nizek,visok,nizek,visok
visok,visok,nizek,visok,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,nizek,nizek,visok,nizek
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,visok,visok
nizek,visok,nizek,nizek,nizek,nizek
visok,nizek,nizek,nizek,visok,visok
nizek,visok,nizek,visok,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,visok,nizek,visok,visok,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,visok,nizek,nizek,visok
nizek,nizek,nizek,visok,nizek,visok
nizek,visok,visok,visok,visok,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,visok,visok,visok,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,nizek
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,nizek,nizek,visok,visok,visok
visok,nizek,nizek,nizek,visok,visok
nizek,nizek,nizek,visok,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,visok,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,visok,visok,nizek,visok,visok
visok,nizek,visok,visok,visok,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
nizek,visok,nizek,visok,visok,nizek
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,nizek,visok,visok,nizek
nizek,visok,nizek,nizek,nizek,visok
visok,visok,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,visok,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,visok,visok,nizek
visok,nizek,visok,nizek,visok,visok
nizek,visok,nizek,visok,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,visok,visok,visok,nizek
nizek,visok,nizek,visok,nizek,nizek
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,visok,nizek,visok
visok,nizek,visok,nizek,nizek,nizek
visok,nizek,visok,nizek,nizek,visok
nizek,visok,visok,nizek,visok,nizek
nizek,visok,nizek,visok,visok,nizek
visok,nizek,nizek,nizek,visok,visok
visok,visok,nizek,nizek,nizek,visok
nizek,visok,visok,nizek,visok,nizek
nizek,visok,nizek,visok,visok,nizek
visok,nizek,nizek,nizek,nizek,visok
nizek,nizek,nizek,visok,visok,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,nizek,visok,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,nizek,nizek,nizek,visok
nizek,visok,nizek,nizek,visok,visok
nizek,visok,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,nizek,nizek,nizek,visok,visok
nizek,visok,nizek,nizek,nizek,visok
nizek,visok,nizek,nizek,nizek,visok
nizek,visok,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,nizek
visok,nizek,visok,nizek,nizek,visok
nizek,nizek,visok,visok,nizek,nizek
visok,nizek,visok,nizek,visok,visok
nizek,nizek,visok,visok,nizek,nizek
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,nizek
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,visok,visok
nizek,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,visok,nizek,visok,visok,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,nizek,visok,visok
nizek,visok,nizek,nizek,visok,visok
nizek,visok,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,visok,visok,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,visok,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,visok,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,visok,visok,visok,visok
nizek,visok,nizek,visok,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,visok,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,visok,visok,visok,nizek
nizek,visok,visok,nizek,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,nizek,nizek,visok
nizek,visok,nizek,nizek,nizek,visok
nizek,visok,visok,visok,visok,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,nizek,nizek,visok
nizek,visok,visok,nizek,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,visok,nizek,visok,nizek
visok,nizek,nizek,nizek,visok,nizek
nizek,visok,nizek,nizek,nizek,visok
visok,visok,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,visok,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,visok,nizek,visok,nizek
visok,nizek,nizek,nizek,visok,nizek
nizek,nizek,visok,visok,nizek,nizek
nizek,nizek,visok,visok,nizek,visok
nizek,nizek,visok,visok,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,nizek,nizek,visok,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,visok,nizek,visok,visok
visok,nizek,nizek,nizek,visok,visok
nizek,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,visok,visok,visok
visok,nizek,nizek,visok,visok,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,nizek
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,visok,nizek
nizek,visok,visok,visok,nizek,visok
nizek,nizek,nizek,nizek,visok,visok
nizek,visok,visok,visok,nizek,visok
visok,visok,nizek,nizek,visok,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,nizek,nizek,visok,visok,visok
visok,nizek,visok,visok,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,visok,nizek,nizek,visok
visok,visok,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,nizek
visok,nizek,visok,nizek,visok,visok
nizek,visok,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,nizek,visok,visok,nizek,nizek
visok,nizek,nizek,visok,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,visok,visok
nizek,visok,nizek,visok,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,visok,visok,visok
nizek,visok,nizek,nizek,visok,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,nizek,nizek,visok,visok
nizek,nizek,visok,visok,visok,nizek
visok,nizek,nizek,nizek,nizek,nizek
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,nizek,visok,nizek,nizek
visok,nizek,nizek,visok,visok,visok
visok,nizek,nizek,visok,visok,visok
nizek,visok,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,visok,visok
nizek,nizek,visok,visok,visok,nizek
nizek,nizek,visok,visok,nizek,nizek
nizek,visok,nizek,visok,nizek,nizek
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,visok,nizek,visok,visok
nizek,visok,visok,visok,visok,nizek
nizek,nizek,visok,nizek,nizek,nizek
visok,nizek,visok,nizek,nizek,nizek
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,nizek,nizek,nizek
nizek,visok,nizek,visok,nizek,nizek
nizek,nizek,nizek,nizek,nizek,nizek
nizek,visok,visok,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,nizek
nizek,nizek,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,nizek
nizek,visok,visok,nizek,visok,nizek
visok,nizek,visok,nizek,nizek,visok
nizek,nizek,visok,visok,nizek,nizek
nizek,nizek,visok,visok,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,visok,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
nizek,nizek,nizek,nizek,visok,nizek
nizek,visok,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,nizek,nizek,nizek,visok,nizek
visok,nizek,nizek,nizek,visok,visok
nizek,visok,nizek,nizek,nizek,nizek
visok,nizek,nizek,visok,visok,visok
visok,nizek,visok,nizek,visok,nizek
nizek,nizek,nizek,visok,visok,nizek
nizek,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
visok,nizek,nizek,nizek,nizek,nizek
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,nizek
visok,nizek,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
nizek,nizek,nizek,nizek,nizek,nizek
visok,nizek,nizek,nizek,visok,nizek
visok,nizek,nizek,nizek,visok,nizek
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
nizek,nizek,nizek,nizek,nizek,nizek
visok,nizek,nizek,nizek,visok,nizek
visok,nizek,nizek,nizek,visok,nizek
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,nizek
visok,nizek,visok,nizek,nizek,nizek
visok,nizek,visok,nizek,nizek,visok
nizek,visok,visok,nizek,nizek,nizek
nizek,visok,visok,nizek,nizek,nizek
nizek,visok,visok,nizek,nizek,nizek
visok,visok,nizek,nizek,nizek,visok
nizek,visok,visok,nizek,nizek,nizek
visok,nizek,nizek,nizek,nizek,nizek
nizek,visok,nizek,nizek,nizek,visok
visok,visok,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,nizek
nizek,visok,visok,nizek,visok,nizek
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,nizek
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,visok,visok
nizek,visok,visok,nizek,visok,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,visok,visok,nizek
nizek,visok,nizek,visok,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,nizek,visok,nizek
nizek,visok,visok,nizek,visok,nizek
nizek,visok,nizek,nizek,visok,nizek
nizek,visok,nizek,nizek,visok,visok
nizek,visok,nizek,visok,visok,nizek
nizek,visok,nizek,visok,visok,nizek
visok,visok,nizek,nizek,nizek,visok
nizek,visok,visok,visok,nizek,visok
nizek,nizek,nizek,nizek,visok,nizek
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
nizek,visok,visok,visok,nizek,nizek
visok,nizek,nizek,visok,visok,nizek
visok,nizek,visok,nizek,nizek,nizek
nizek,nizek,nizek,nizek,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,visok,visok,nizek
visok,nizek,nizek,nizek,visok,visok
nizek,nizek,nizek,nizek,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,visok,visok,nizek,nizek
nizek,nizek,nizek,nizek,visok,nizek
nizek,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,visok,visok
visok,visok,nizek,visok,visok,nizek
visok,nizek,nizek,visok,visok,nizek
visok,nizek,nizek,visok,visok,nizek
visok,nizek,visok,nizek,nizek,nizek
nizek,visok,visok,visok,nizek,nizek
visok,nizek,visok,nizek,visok,visok
nizek,visok,visok,nizek,nizek,nizek
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,nizek
visok,visok,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,nizek,visok,visok,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,visok,nizek,nizek
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,nizek,visok,visok,nizek,nizek
nizek,nizek,visok,visok,nizek,nizek
nizek,visok,nizek,visok,nizek,visok
nizek,nizek,visok,visok,nizek,nizek
nizek,nizek,visok,visok,nizek,nizek
visok,nizek,nizek,visok,visok,visok
visok,nizek,nizek,visok,visok,visok
nizek,nizek,visok,visok,nizek,nizek
nizek,nizek,visok,visok,nizek,nizek
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,visok,visok,nizek,nizek
visok,nizek,nizek,nizek,visok,visok
nizek,visok,visok,visok,nizek,nizek
visok,nizek,visok,visok,visok,visok
visok,visok,visok,nizek,visok,nizek
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,nizek,nizek,visok,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,visok,nizek,nizek
nizek,visok,nizek,visok,nizek,nizek
nizek,visok,nizek,visok,nizek,visok
nizek,nizek,nizek,nizek,nizek,visok
nizek,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,visok,visok
visok,nizek,nizek,visok,visok,visok
nizek,visok,nizek,visok,nizek,nizek
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
nizek,nizek,nizek,nizek,nizek,visok
nizek,visok,visok,visok,visok,nizek
nizek,visok,visok,visok,visok,nizek
nizek,visok,nizek,visok,visok,nizek
nizek,nizek,nizek,visok,nizek,visok
visok,visok,nizek,visok,nizek,nizek
visok,nizek,nizek,visok,nizek,nizek
nizek,visok,visok,visok,nizek,nizek
visok,nizek,visok,visok,nizek,nizek
nizek,visok,nizek,nizek,nizek,visok
nizek,visok,nizek,nizek,nizek,visok
visok,nizek,nizek,visok,visok,nizek
visok,nizek,visok,nizek,nizek,visok
nizek,visok,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
nizek,visok,nizek,nizek,nizek,visok
visok,visok,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,visok,visok,nizek
visok,nizek,nizek,nizek,nizek,nizek
nizek,nizek,visok,nizek,nizek,nizek
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,visok,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,nizek
nizek,nizek,visok,nizek,nizek,nizek
visok,nizek,visok,nizek,nizek,nizek
visok,nizek,nizek,visok,visok,visok
visok,nizek,nizek,visok,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,nizek,nizek,visok,visok,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,visok,visok,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,nizek,visok,visok,nizek
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,visok,visok,visok
nizek,visok,visok,visok,visok,nizek
visok,nizek,visok,nizek,nizek,visok
nizek,nizek,visok,nizek,nizek,nizek
nizek,nizek,visok,nizek,nizek,nizek
nizek,nizek,nizek,nizek,visok,nizek
nizek,visok,nizek,visok,nizek,visok
visok,nizek,nizek,nizek,nizek,nizek
nizek,visok,visok,visok,visok,nizek
nizek,visok,visok,visok,visok,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,visok,nizek,visok
visok,nizek,visok,nizek,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,visok,nizek,nizek,nizek
nizek,nizek,nizek,nizek,nizek,visok
nizek,visok,visok,visok,visok,nizek
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,visok,visok,visok
nizek,visok,visok,visok,visok,nizek
nizek,nizek,visok,visok,visok,nizek
visok,nizek,nizek,visok,visok,visok
nizek,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,visok,visok,visok
visok,nizek,nizek,visok,visok,visok
visok,nizek,visok,nizek,visok,visok
visok,nizek,visok,nizek,visok,visok
nizek,nizek,nizek,nizek,nizek,nizek
nizek,visok,visok,visok,visok,nizek
nizek,nizek,visok,visok,visok,nizek
nizek,visok,visok,visok,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,visok,visok,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
nizek,nizek,nizek,visok,nizek,nizek
visok,nizek,visok,nizek,visok,nizek
nizek,nizek,nizek,visok,nizek,visok
nizek,nizek,nizek,visok,nizek,visok
nizek,visok,visok,nizek,nizek,visok
nizek,visok,visok,visok,visok,nizek
visok,nizek,visok,nizek,nizek,visok
visok,nizek,visok,nizek,visok,visok
nizek,visok,visok,visok,visok,nizek
visok,nizek,visok,visok,nizek,nizek
nizek,nizek,nizek,visok,nizek,visok
nizek,visok,nizek,visok,visok,nizek
nizek,visok,nizek,visok,visok,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
nizek,nizek,visok,visok,visok,visok
nizek,visok,nizek,visok,visok,nizek
nizek,visok,nizek,visok,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,nizek,nizek,nizek,nizek,visok
nizek,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,visok,visok,visok
visok,nizek,nizek,visok,nizek,visok
nizek,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,visok,visok,visok
nizek,nizek,nizek,visok,visok,nizek
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,visok,visok,visok
visok,nizek,nizek,visok,visok,visok
visok,nizek,visok,nizek,nizek,nizek
visok,nizek,nizek,visok,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,visok,visok,visok
visok,nizek,nizek,visok,visok,visok
visok,nizek,nizek,visok,visok,visok
nizek,nizek,nizek,visok,visok,nizek
nizek,visok,nizek,visok,visok,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,visok,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,visok,visok
nizek,nizek,nizek,visok,visok,nizek
nizek,visok,nizek,visok,visok,visok
visok,nizek,nizek,visok,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,visok,visok,visok
nizek,visok,visok,visok,nizek,visok
nizek,visok,nizek,visok,visok,visok
nizek,nizek,visok,visok,nizek,nizek
nizek,visok,visok,visok,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
nizek,visok,nizek,visok,visok,visok
nizek,nizek,visok,visok,nizek,nizek
nizek,visok,visok,visok,nizek,nizek
nizek,nizek,nizek,visok,visok,nizek
nizek,visok,visok,visok,nizek,nizek
visok,visok,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,visok,nizek,visok,visok
visok,visok,nizek,nizek,visok,visok
nizek,nizek,nizek,visok,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,nizek,visok
visok,nizek,nizek,nizek,visok,nizek
nizek,nizek,nizek,visok,visok,nizek
nizek,visok,nizek,nizek,nizek,nizek
visok,nizek,nizek,nizek,visok,visok
nizek,visok,nizek,nizek,nizek,nizek
visok,nizek,nizek,nizek,nizek,visok
nizek,nizek,visok,nizek,nizek,nizek
nizek,nizek,visok,nizek,nizek,nizek
nizek,nizek,nizek,visok,visok,nizek
visok,nizek,visok,nizek,nizek,nizek
nizek,nizek,nizek,visok,nizek,nizek
nizek,visok,nizek,visok,nizek,nizek
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
visok,visok,nizek,nizek,visok,visok
visok,visok,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,visok,visok
nizek,visok,nizek,visok,nizek,visok
visok,nizek,visok,nizek,nizek,visok
nizek,visok,nizek,visok,nizek,nizek
nizek,visok,nizek,visok,nizek,visok
nizek,visok,nizek,visok,nizek,visok
visok,nizek,visok,nizek,nizek,visok
visok,visok,visok,nizek,nizek,nizek
visok,nizek,nizek,nizek,visok,visok
visok,visok,nizek,nizek,visok,visok
visok,nizek,nizek,nizek,visok,visok
nizek,nizek,visok,visok,nizek,nizek
nizek,nizek,visok,visok,nizek,nizek
visok,nizek,visok,nizek,visok,visok
